"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","CutOff","Gender","Age","Degree","University","Subject","GenAIUse","TypesOfAI[SQ001]","TypesOfAI[SQ002]","TypesOfAI[SQ003]","TypesOfAI[SQ004]","TypesOfAI[SQ005]","TypesOfAI[other]","AmoutUniAI","AIUniApplications[SQ001]","AIUniApplications[SQ002]","AIUniApplications[SQ003]","AIUniApplications[SQ004]","AIUniApplications[SQ005]","AIUniApplications[SQ006]","AIUniApplications[SQ007]","AIUniApplications[other]","AIFreq","AIOutcomes[SQ001]","AIOutcomes[SQ002]","AIOutcomes[SQ003]","AIOutcomes[SQ004]","AIOutcomes[SQ005]","AIOutcomes[SQ008]","AIOutcomes[SQ006]","AIOutcomes[SQ007]","RestrictionPolicy","RestrictionPolicy[other]","AIforStudAssess","EducatorsAIExp","EducatorsAIExp[other]","AIforMaterials","FearOfAI[SQ001]","FearOfAI[SQ002]","FearOfAI[SQ003]","FurtherAI[SQ001]","FurtherAI[SQ002]","FurtherAI[SQ003]","FurtherAI[SQ004]","ReaonsAgainstAI","Feedback"
"89","2024-01-17 19:41:08","6","de","91172664","2024-01-17 19:39:12","2024-01-17 19:41:08","Ja (Yes)","Männlich (Male)","22","Master (Masters Degree)","Uni Muenster","Master Finance / Economics","Ja (Yes)","Ja","Nein","Ja","Nein","Nein","","2,5","Nein","Ja","Ja","Nein","Ja","Nein","Nein","","An einigen wenigen Wochentagen (On just a few days of the week)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu","teils teils","teils teils","trifft eher zu","",""
"90","2024-01-17 19:45:20","6","de","1101214514","2024-01-17 19:39:24","2024-01-17 19:45:20","Ja (Yes)","Weiblich (Female)","21","Bachelor (Bachelors Degree)","Uni und FH Münster ","Lehramt für Berufskollegs ","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","70","Nein","Nein","Nein","Nein","Ja","Ja","Ja","","An einigen wenigen Wochentagen (On just a few days of the week)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft eher zu (Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu","trifft eher zu","trifft eher nicht zu","trifft eher zu","",""
"91","2024-01-17 19:49:18","6","de","1928834757","2024-01-17 19:40:18","2024-01-17 19:49:18","Ja (Yes)","Männlich (Male)","23","Master (Masters Degree)","Uni Tuebingen","Politikwissenschaft","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","90","Ja","Nein","Nein","Nein","Ja","Nein","Nein","","Einige Male pro Monat (a couple times a month)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","Restriktiver Umgang (KI zur Bearbeitung studentischer Aufgaben generell verbieten) / Restrictive handling (generally prohibit AI for processing student tasks)","","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","teils teils (Neutral)","teils teils (Neutral)","trifft eher zu (Agree)","trifft gar nicht zu.","trifft eher nicht zu","trifft eher zu","trifft eher zu","",""
"92","2024-01-17 19:50:18","6","de","1102170016","2024-01-17 19:43:06","2024-01-17 19:50:18","Ja (Yes)","Weiblich (Female)","22","Bachelor (Bachelors Degree)","FH Münster","Oecotrophologie","Ja (Yes)","Ja","Ja","Ja","Ja","Nein","DeepL","Uni: 25%; Außerhalb: 75% ","Nein","Ja","Nein","Nein","Ja","Ja","Ja","Um Ideen zu sammeln","An den meisten Wochentagen (On most days of the week)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","teils teils (Neutral)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Nein (No)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu","trifft eher zu","trifft eher zu","trifft voll zu","",""
"93","2024-01-17 19:50:20","6","de","2097166867","2024-01-17 19:47:19","2024-01-17 19:50:20","Ja (Yes)","Weiblich (Female)","19","Bachelor (Bachelors Degree)","WWU","Psychologie ","Nein (No)","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Dozenten in meinem Studiengang benötigen keine KI-Kenntnisse (Lecturers in my degree program do not need any AI knowledge)","","Nein (No)","trifft eher zu (Agree)","teils teils (Neutral)","teils teils (Neutral)","trifft eher nicht zu","teils teils","trifft eher zu","trifft eher zu","",""
"94","2024-01-17 19:53:32","6","de","181049324","2024-01-17 19:48:38","2024-01-17 19:53:32","Ja (Yes)","Weiblich (Female)","23","Master (Masters Degree)","Fh münster ","Marketing ","Ja (Yes)","Ja","Ja","Nein","Nein","Nein","","90","Nein","Ja","Ja","Nein","Ja","Ja","Nein","","An den meisten Wochentagen (On most days of the week)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Nein (No)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","teils teils (Neutral)","teils teils","teils teils","trifft eher nicht zu","trifft voll zu","",""
"95","2024-01-17 19:55:55","6","de","2047880791","2024-01-17 19:49:39","2024-01-17 19:55:55","Ja (Yes)","Weiblich (Female)","20","Bachelor (Bachelors Degree)","International school of Management ","International Management ","Ja (Yes)","Ja","Ja","Nein","Nein","Nein","","40","Nein","Ja","Nein","Nein","Ja","Nein","Nein","","An den meisten Wochentagen (On most days of the week)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Ja (Yes)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","teils teils","trifft eher zu","trifft eher zu","trifft eher zu","",""
"96","2024-01-17 19:55:21","6","de","2021559660","2024-01-17 19:52:55","2024-01-17 19:55:21","Ja (Yes)","Weiblich (Female)","22","Bachelor (Bachelors Degree)","Uni Münster","Geschichte, ev. Theologie","Nein (No)","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","Restriktiver Umgang (KI zur Bearbeitung studentischer Aufgaben generell verbieten) / Restrictive handling (generally prohibit AI for processing student tasks)","","Nein (No)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft gar nicht zu.","trifft eher nicht zu","trifft eher zu","trifft eher zu","",""
"97","","1","de","56312420","2024-01-17 20:11:40","2024-01-17 20:11:59","Ja (Yes)","Weiblich (Female)","","Bachelor (Bachelors Degree)","","","","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","",""
"98","2024-01-17 20:22:54","6","de","1500023095","2024-01-17 20:17:24","2024-01-17 20:22:54","Ja (Yes)","Weiblich (Female)","24","Master (Masters Degree)","Universität zu Köln & Universita di Trento","Social & Economic Psychology","Ja (Yes)","Ja","Ja","Nein","Nein","Nein","Grammarly","60","Ja","Ja","Ja","Nein","Ja","Ja","Nein","Um Texte besser/akademischer auszuformulieren, um Gliederungen für Papers zu schreiber","An den meisten Wochentagen (On most days of the week)","teils teils (Neutral)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Ja (Yes)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","teils teils","teils teils","teils teils","trifft eher nicht zu","",""
"99","2024-01-17 20:27:26","6","de","672017961","2024-01-17 20:23:27","2024-01-17 20:27:26","Ja (Yes)","Weiblich (Female)","28","Master (Masters Degree)","Friedrich-Schiller-Universität Jena","Interkulturelle Personalentwicklung und Kommunikationsmanagement ","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","70","Nein","Ja","Ja","Nein","Ja","Ja","Nein","","An den meisten Wochentagen (On most days of the week)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Ja (Yes)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","teils teils","trifft eher zu","trifft eher nicht zu","trifft eher zu","",""
"100","2024-01-17 20:47:54","6","de","40546854","2024-01-17 20:24:21","2024-01-17 20:47:54","Ja (Yes)","Männlich (Male)","28","Master (Masters Degree)","FH Münster","Maschinenbau","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","90","Nein","Ja","Nein","Nein","Ja","Ja","Nein","","Täglich (Daily)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","teils teils (Neutral)","trifft eher zu (Agree)","trifft gar nicht zu (Strongly Disagree)","trifft voll zu","trifft eher nicht zu","trifft voll zu","teils teils","",""
"101","2024-01-17 20:44:08","6","de","1199455060","2024-01-17 20:34:38","2024-01-17 20:44:08","Ja (Yes)","Weiblich (Female)","20","Bachelor (Bachelors Degree)","Universität Tübingen ","Bachelor of Education; Mathematik und Englisch","Nein (No)","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Nein (No)","trifft eher nicht zu (Disagree)","trifft voll zu (Strongly Agree)","trifft eher nicht zu (Disagree)","trifft gar nicht zu.","trifft eher nicht zu","trifft eher zu","trifft voll zu","Ich sehe keinen direkten Vorteil für meinen Lernprozess. Bei der To-do Listen Erstellung oder Lernzettel/Gliederung kann ich AI kaum nutzen. Bei der Nutzung von AI sind mir falsche Fakten vorgestellt worden (Quelle falsch). ","AI wird immer häufiger von Schüler:innen verwendet. Allerdings werden die Lehrkräfte nicht auf den Umgang damit vorbereitet (keine Pflichtveranstaltung im Studium) und der sich verändernde Lernprozess ist unbekannt. "
"102","2024-01-17 20:48:24","6","de","534381292","2024-01-17 20:44:29","2024-01-17 20:48:24","Ja (Yes)","Weiblich (Female)","19","Bachelor (Bachelors Degree)","Uni Münster","Physik","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","50","Nein","Nein","Nein","Nein","Ja","Nein","Ja","","Einige Male pro Monat (a couple times a month)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft gar nicht zu (Strongly Disagree)","teils teils (Neutral)","trifft gar nicht zu (Strongly Disagree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","Restriktiver Umgang (KI zur Bearbeitung studentischer Aufgaben generell verbieten) / Restrictive handling (generally prohibit AI for processing student tasks)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","trifft eher zu","teils teils","trifft eher nicht zu","trifft eher zu","",""
"103","","2","de","1720403505","2024-01-17 20:48:21","2024-01-17 20:48:57","Ja (Yes)","Weiblich (Female)","24","Bachelor (Bachelors Degree)","WWU","BWL","","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","",""
"104","2024-01-17 21:01:36","6","de","1983468331","2024-01-17 20:59:11","2024-01-17 21:01:36","Ja (Yes)","Weiblich (Female)","22","Bachelor (Bachelors Degree)","Wwu","bwl","Nein (No)","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","trifft eher zu (Agree)","teils teils (Neutral)","teils teils (Neutral)","trifft eher nicht zu","trifft eher zu","trifft eher nicht zu","trifft eher zu","",""
"105","2024-01-17 21:05:04","6","de","2053327081","2024-01-17 21:00:13","2024-01-17 21:05:04","Ja (Yes)","Männlich (Male)","25","Master (Masters Degree)","Goethe-Universität Frankfurt","Lehramt","Ja (Yes)","Nein","Ja","Ja","Ja","Nein","","15","Nein","Nein","Nein","Nein","Nein","Ja","Ja","","An einigen wenigen Wochentagen (On just a few days of the week)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft voll zu (Strongly Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher nicht zu","trifft eher zu","trifft eher nicht zu","trifft voll zu","",""
"106","2024-01-17 21:26:42","6","de","2118511692","2024-01-17 21:20:01","2024-01-17 21:26:42","Ja (Yes)","Männlich (Male)","26","Master (Masters Degree)","Eberhard Karls Universität Tübingen","Informatik","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","20","Ja","Ja","Nein","Nein","Ja","Nein","Nein","","Einmal im Monat (Once a month)","teils teils (Neutral)","trifft gar nicht zu (Strongly Disagree)","trifft eher nicht zu (Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","trifft voll zu (Strongly Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft voll zu","teils teils","trifft eher nicht zu","trifft eher nicht zu","",""
"107","2024-01-17 21:33:28","6","de","1780620214","2024-01-17 21:29:04","2024-01-17 21:33:28","Ja (Yes)","Weiblich (Female)","22","Master (Masters Degree)","University of Tübingen","MA Peace Research and International Relations","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","5%","Nein","Ja","Ja","Nein","Ja","Ja","Ja","","Einige Male pro Monat (a couple times a month)","teils teils (Neutral)","teils teils (Neutral)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Sonstiges","They need to know how well it can perform in their respective discipline","Nein (No)","trifft eher nicht zu (Disagree)","trifft voll zu (Strongly Agree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu.","trifft eher zu","trifft gar nicht zu.","teils teils","",""
